Altium Designer Pick and Place Locations
C:\Users\Michael Bonani\Documents\Thymio\electronics-thymio2\output\aci\Pick Place for thymio2-main(Production Thymio2).txt

========================================================================================================================
File Design Information:

Date:       23.11.17
Time:       21:23
Revision:   Not in VersionControl
Variant:    Production Thymio2
Units used: mm

Designator Comment                                    Layer       Footprint             Center-X(mm) Center-Y(mm) Rotation Description                                                                                                                            
R32        2.2K                                       TopLayer    RESC1608X06L          -25.6500     15.0500      360      Resistor                                                                                                                               
R33        2.2K                                       BottomLayer RESC1608X06L          4.7750       16.6750      270      Resistor                                                                                                                               
R34        2.2K                                       TopLayer    RESC1608X06L          29.1000      10.1250      360      Resistor                                                                                                                               
R35        2.2K                                       TopLayer    RESC1608X06L          34.9000      7.3000       360      Resistor                                                                                                                               
R36        6.2                                        TopLayer    RESC1608X06L          -31.7500     5.8250       270      120                                                                                                                                    
R37        6.2                                        TopLayer    RESC1608X06L          -32.2250     12.4500      90       120                                                                                                                                    
R38        6.2                                        BottomLayer RESC1608X06L          2.0750       11.9750      360      120                                                                                                                                    
R39        6.2                                        TopLayer    RESC1608X06L          34.2750      12.6000      270      120                                                                                                                                    
R40        6.2                                        TopLayer    RESC1608X06L          32.8000      4.7000       90       120                                                                                                                                    
R41        2.2K                                       TopLayer    RESC1608X06L          -36.9750     3.3500       360      Resistor                                                                                                                               
R42        22K                                        TopLayer    RESC1608X06L          25.1000      -22.7000     90       120                                                                                                                                    
R43        22K                                        TopLayer    RESC1608X06L          33.5000      -23.4500     360      120                                                                                                                                    
R44        2.2K                                       BottomLayer RESC1608X06L          -28.6000     -65.0000     90       120                                                                                                                                    
R45        2.2K                                       BottomLayer RESC1608X06L          30.7750      -64.8500     90       120                                                                                                                                    
R46        1.5K                                       TopLayer    RESC1608X06L          24.2000      -20.5000     360      120                                                                                                                                    
R47        1.5K                                       TopLayer    RESC1608X06L          31.2000      -24.2000     90       120                                                                                                                                    
R48        1K                                         TopLayer    RESC1608X06L          23.6000      -22.7000     90       120                                                                                                                                    
R49        1K                                         TopLayer    RESC1608X06L          36.6250      -23.4500     180      120                                                                                                                                    
R50        10K                                        BottomLayer RESC1608X06L          -27.8000     -62.4750     180      120                                                                                                                                    
R51        10K                                        BottomLayer RESC1608X06L          31.7000      -62.2750     180      120                                                                                                                                    
R52        2.2K                                       TopLayer    RESC1608X06L          -29.6250     -62.0250     270      Resistor                                                                                                                               
R53        2.2K                                       TopLayer    RESC1608X06L          26.3500      -60.0500     270      Resistor                                                                                                                               
R54        6.2                                        TopLayer    RESC1608X06L          -32.3500     -56.9750     360      120                                                                                                                                    
R55        6.2                                        TopLayer    RESC1608X06L          28.7750      -56.7250     360      120                                                                                                                                    
R56        56                                         TopLayer    RESC1608X06L          -28.7500     -7.5000      360      Resistor                                                                                                                               
R57        22K                                        BottomLayer RESC1608X06L          -25.6250     -13.8750     180      Resistor                                                                                                                               
R58        56                                         TopLayer    RESC1608X06L          -27.7000     -6.0000      360      Resistor                                                                                                                               
R59        22K                                        BottomLayer RESC1608X06L          -25.6250     -17.5500     180      Resistor                                                                                                                               
R60        56                                         TopLayer    RESC1608X06L          -27.7000     -4.5000      360      Resistor                                                                                                                               
R61        22K                                        BottomLayer RESC1608X06L          -25.7000     -9.9000      180      Resistor                                                                                                                               
R62        56                                         TopLayer    RESC1608X06L          -27.7000     -2.9000      360      Resistor                                                                                                                               
R63        22K                                        BottomLayer RESC1608X06L          24.8000      -13.9000     270      Resistor                                                                                                                               
R64        22K                                        BottomLayer RESC1608X06L          24.7500      -11.1000     90       Resistor                                                                                                                               
R65        22K                                        BottomLayer RESC1608X06L          25.0875      -16.7250     90       Resistor                                                                                                                               
R66        39                                         TopLayer    RESC1608X06L          50.0000      -8.0000      90       Resistor                                                                                                                               
R67        22K                                        TopLayer    RESC1608X06L          42.5000      -12.0000     360      Resistor                                                                                                                               
R68        68                                         BottomLayer RESC1608X06L          -27.9500     -13.8750     90       120                                                                                                                                    
R69        68                                         BottomLayer RESC1608X06L          -27.8500     -17.5500     90       120                                                                                                                                    
R70        100                                        BottomLayer RESC1608X06L          -27.9000     -9.8250      90       120                                                                                                                                    
R71        68                                         BottomLayer RESC1608X06L          28.1282      -13.8500     270      120                                                                                                                                    
R72        68                                         BottomLayer RESC1608X06L          28.0994      -10.7000     270      120                                                                                                                                    
R73        100                                        BottomLayer RESC1608X06L          28.2000      -17.4750     270      120                                                                                                                                    
R74        56                                         BottomLayer RESC1608X06L          -50.4000     5.8000       90       Resistor                                                                                                                               
R75        56                                         BottomLayer RESC1608X06L          -29.6250     19.5500      90       Resistor                                                                                                                               
R76        56                                         BottomLayer RESC1608X06L          31.2000      19.0250      90       Resistor                                                                                                                               
R77        56                                         BottomLayer RESC1608X06L          52.1750      3.9750       90       Resistor                                                                                                                               
R78        56                                         TopLayer    RESC1608X06L          28.1250      0.2250       180      Resistor                                                                                                                               
R79        56                                         TopLayer    RESC1608X06L          28.1000      -1.3000      180      Resistor                                                                                                                               
R80        56                                         TopLayer    RESC1608X06L          28.1000      -2.8000      180      Resistor                                                                                                                               
R81        56                                         TopLayer    RESC1608X06L          27.7000      -4.3000      180      Resistor                                                                                                                               
R82        39                                         BottomLayer RESC1608X06L          -5.4500      25.6750      90       Resistor                                                                                                                               
R83        39                                         BottomLayer RESC1608X06L          7.0500       25.7250      90       Resistor                                                                                                                               
R84        39                                         BottomLayer RESC1608X06L          -16.4250     22.4750      90       Resistor                                                                                                                               
R85        39                                         BottomLayer RESC1608X06L          16.1500      22.3750      90       Resistor                                                                                                                               
R86        39                                         TopLayer    RESC1608X06L          0.8500       -21.4250     270      Resistor                                                                                                                               
R87        39                                         TopLayer    RESC1608X06L          -22.5250     -18.4500     360      Resistor                                                                                                                               
R88        39                                         TopLayer    RESC1608X06L          -27.5250     -0.0500      270      Resistor                                                                                                                               
R89        39                                         TopLayer    RESC1608X06L          -15.4750     14.6000      90       Resistor                                                                                                                               
R90        56                                         BottomLayer RESC1608X06L          -37.6750     -72.5250     180      Resistor                                                                                                                               
R91        56                                         BottomLayer RESC1608X06L          37.0500      -72.1250     360      Resistor                                                                                                                               
R92        22K                                        TopLayer    RESC1608X06L          -25.4750     -31.8250     90       Resistor                                                                                                                               
R93        22K                                        TopLayer    RESC1608X06L          -28.2000     -39.7000     270      Resistor                                                                                                                               
R94        22K                                        TopLayer    RESC1608X06L          -15.5750     -37.0750     270      Resistor                                                                                                                               
R95        39                                         BottomLayer RESC1608X06L          1.7750       -33.6250     90       Resistor                                                                                                                               
R96        39                                         BottomLayer RESC1608X06L          -0.2250      -33.6250     90       Resistor                                                                                                                               
R97        39                                         BottomLayer RESC1608X06L          -2.2250      -33.6250     90       Resistor                                                                                                                               
R98        68                                         TopLayer    RESC1608X06L          -21.7250     -34.0750     360      120                                                                                                                                    
R99        68                                         TopLayer    RESC1608X06L          -25.4250     -34.1000     360      120                                                                                                                                    
R100       100                                        TopLayer    RESC1608X06L          -18.0250     -34.0000     360      120                                                                                                                                    
R101       10K                                        TopLayer    RESC1608X06L          14.7000      -22.6000     180      Resistor                                                                                                                               
R102       10K                                        TopLayer    RESC1608X06L          -47.5000     -24.6500     270      Resistor                                                                                                                               
R103       2.2K                                       TopLayer    RESC1608X06L          19.9000      -21.6750     90       Resistor                                                                                                                               
R104       2.2K                                       TopLayer    RESC1608X06L          18.4000      -21.6750     90       Resistor                                                                                                                               
R105       100                                        BottomLayer RESC1608X06N          47.3000      -0.2250      270      Resistance                                                                                                                             
R106       100                                        TopLayer    RESC1608X06N          2.8750       -72.9500     270      Resistance                                                                                                                             
R107       180                                        TopLayer    RESC1608X06L          16.5000      -72.7000     90       Resistor                                                                                                                               
R108       1K                                         TopLayer    RESC1608X06L          7.3000       -61.9250     270      Resistor                                                                                                                               
R109       10K                                        TopLayer    RESC1608X06L          5.8000       -61.4000     270      Resistor                                                                                                                               
R110       10K                                        TopLayer    RESC1608X06L          13.2000      -59.1000     270      Resistor                                                                                                                               
R111       4.7K                                       BottomLayer RESC1608X06L          -19.5250     -10.3250     90       Resistor                                                                                                                               
R112       4.7K                                       BottomLayer RESC1608X06L          17.0810      -5.4446      360      Resistor                                                                                                                               
R113       4.7K                                       BottomLayer RESC1608X06L          -7.3750      -6.8250      360      Resistor                                                                                                                               
R114       4.7K                                       BottomLayer RESC1608X06L          7.1000       -6.4250      360      Resistor                                                                                                                               
R115       5.6K                                       TopLayer    RESC1608X06L          -14.4250     -11.2750     180      Resistor                                                                                                                               
R116       5.6K                                       TopLayer    RESC1608X06L          14.0250      -11.6250     360      Resistor                                                                                                                               
R117       10K                                        TopLayer    RESC1608X06L          -12.0250     -13.9500     90       Resistor                                                                                                                               
R118       10K                                        TopLayer    RESC1608X06L          11.1250      -11.8750     45       Resistor                                                                                                                               
R119       100K                                       BottomLayer RESC1608X06L          -5.4750      -15.1000     90       Resistor                                                                                                                               
R120       100K                                       BottomLayer RESC1608X06L          8.7250       -14.1500     180      Resistor                                                                                                                               
R121       100K                                       BottomLayer RESC1608X06L          -18.4500     -14.6000     90       Resistor                                                                                                                               
R122       100K                                       BottomLayer RESC1608X06L          21.5000      -8.7750      270      Resistor                                                                                                                               
R123       100K                                       BottomLayer RESC1608X06L          -10.9500     -70.1000     360      Resistor                                                                                                                               
R124       100K                                       BottomLayer RESC1608X06L          -8.8250      -67.9000     90       Resistor                                                                                                                               
R125       680K                                       TopLayer    RESC1608X06L          35.7000      -18.0000     90       Resistor                                                                                                                               
R126       2.2K                                       TopLayer    RESC1608X06L          43.3500      -23.0500     180      Resistor                                                                                                                               
R127       6.8K                                       TopLayer    RESC1608X06L          40.9000      -21.5000     360      Resistor                                                                                                                               
R128       10K                                        TopLayer    RESC1608X06L          35.7000      -20.8250     270      Resistor                                                                                                                               
R129       10K                                        TopLayer    RESC1608X06L          38.7000      -20.9000     90       Resistor                                                                                                                               
R130       22K                                        TopLayer    RESC1608X06L          -13.2000     -57.0000     360      Resistor                                                                                                                               
R131       820                                        TopLayer    RESC1608X06L          -22.8000     -54.7000     90       Resistor                                                                                                                               
R132       47K                                        TopLayer    RESC1608X06L          -18.7500     -55.4250     360      Resistor                                                                                                                               
R133       39                                         BottomLayer RESC1608X06L          -13.0000     -74.1000     270      Resistor                                                                                                                               
R134       39                                         TopLayer    RESC1608X06L          -48.7750     -15.0500     180      Resistor                                                                                                                               
R135       68                                         TopLayer    RESC1608X06L          -36.9250     -17.5000     270      Resistor                                                                                                                               
R137       180                                        TopLayer    RESC1608X06L          -47.4000     -21.8500     270      Resistor                                                                                                                               
R140       270K                                       TopLayer    RESC1608X06L          12.6000      -67.3750     180      Resistor                                                                                                                               
R141       100K                                       TopLayer    RESC1608X06L          15.2500      -67.4000     180      Resistor                                                                                                                               
R142       22K                                        TopLayer    RESC1608X06L          -41.2000     -14.4750     90       Resistor                                                                                                                               
RT1        NCP15XH103F03RC                            TopLayer    RESC1005X04L          -52.8500     -24.8500     90       "Thermistors - NTC 10K OHM 1% 0402"                                                                                                    
T1         DMP21DOUT-7                                BottomLayer SOT50P160X80-3N       -6.7750      -8.8000      270      "Transistor MOSFET 1 x P Pining : 1=G, 2=S, 3=D"                                                                                       
T2         DMP21DOUT-7                                BottomLayer SOT50P160X80-3N       -17.8000     -8.7250      270      "Transistor MOSFET 1 x P Pining : 1=G, 2=S, 3=D"                                                                                       
T4         DMP21DOUT-7                                BottomLayer SOT50P160X80-3N       17.0560      -7.0500      270      "Transistor MOSFET 1 x P Pining : 1=G, 2=S, 3=D"                                                                                       
T5         DMG1012T                                   BottomLayer SOT50P160X80-3N       -4.6000      -12.6250     90       "Transistor MOSFET 1 x N, Pining : 1=G, 2=S, 3=D"                                                                                      
T6         DMG1012T                                   BottomLayer SOT50P160X80-3N       -17.8250     -12.0250     90       "Transistor MOSFET 1 x N, Pining : 1=G, 2=S, 3=D"                                                                                      
T7         DMG1012T                                   BottomLayer SOT50P160X80-3N       8.3003       -12.0005     90       "Transistor MOSFET 1 x N, Pining : 1=G, 2=S, 3=D"                                                                                      
T8         DMG1012T                                   BottomLayer SOT50P160X80-3N       19.5000      -8.9000      180      "Transistor MOSFET 1 x N, Pining : 1=G, 2=S, 3=D"                                                                                      
U1         MMA7660FC                                  TopLayer    DFN50P300X300X100-12N 29.6500      -32.8250     90       "MMA7660FC: XYZ-AXIS  ACCELEROMETER  ±1.5 g"                                                                                           
U4         MCP6L04T-E/ST                              BottomLayer TSSOP-ST14_N          -13.3011     4.0751       360      "1 MHz, 85 µA Quad Op Amp, 14-Pin TSSOP, Extended Temperature Range, Tape and Reel"                                                    
U5         MCP6L04T-E/ST                              TopLayer    TSSOP-ST14_N          30.2250      -19.9000     360      "1 MHz, 85 µA Quad Op Amp, 14-Pin TSSOP, Extended Temperature Range, Tape and Reel"                                                    
U13        MC74HC595ADTR2                             BottomLayer 948F-01_N             0.1250       -21.7250     270      "8-Bit Serial-Input/Serial or Prallel-Output Shift Register with Latched 3-State Outputs"                                              
U14        MC74HC595ADTR2                             TopLayer    948F-01_N             -33.7000     -2.8914      180      "8-Bit Serial-Input/Serial or Prallel-Output Shift Register with Latched 3-State Outputs"                                              
U15        MC74HC595ADTR2                             BottomLayer 948F-01_N             13.1750      3.2250       270      "8-Bit Serial-Input/Serial or Prallel-Output Shift Register with Latched 3-State Outputs"                                              
U16        MC74HC595ADTR2                             TopLayer    948F-01_N             33.6750      -3.5684      0        "8-Bit Serial-Input/Serial or Prallel-Output Shift Register with Latched 3-State Outputs"                                              
U17        MC74HC595ADTR2                             BottomLayer 948F-01_N             -13.0000     -46.2500     360      "8-Bit Serial-Input/Serial or Prallel-Output Shift Register with Latched 3-State Outputs"                                              
U18        AP7331-33WG-7                              TopLayer    SOT95P285X100-5N      -20.0250     -24.8000     0        "300mA, Low Quiescent Current, Fast Transient LDO"                                                                                     
U21        MCP73871-2CAI/ML                           TopLayer    QFN-ML20_N            10.8250      -62.6750     180      "Stand-Alone System Load Sharing and Li-Ion/Li-Polymer Battery Charge Management Controller, 4.2V, 20-Pin QFN, Industrial Temperature" 
U22        AP7331-33WG-7                              TopLayer    SOT95P285X100-5N      14.2500      -49.6000     360      "300mA, Low Quiescent Current, Fast Transient LDO"                                                                                     
U23        FAN3988                                    TopLayer    MLP_1.45X1MM          9.3383       -68.4537     90       "USB/Charger and Over Voltage Detection Device"                                                                                        
U24        AP7331-33WG-7                              TopLayer    SOT95P285X100-5N      27.9747      -53.7001     0        "300mA, Low Quiescent Current, Fast Transient LDO"                                                                                     
U25        LM4819M                                    TopLayer    M08A_N                -13.2000     -53.4750     360      "350mW Audio Power Amplifier with Shutdown Mode"                                                                                       
B1         "Motor connector 89400-0220"               BottomLayer BAT-2                 -11.8650     -10.1750     270      "Motor, General Kind"                                                                                                                  
R138       100K                                       TopLayer    RESC1608X06L          14.7000      -59.3750     270      Resistor                                                                                                                               
R139       100K                                       TopLayer    RESC1608X06L          8.5000       -66.2000     360      Resistor                                                                                                                               
C67        100nF                                      TopLayer    CAPC1608X08L          29.0000      -24.2000     180      Capacitor                                                                                                                              
C68        100nF                                      BottomLayer CAPC1608X08L          31.4250      -59.8000     90       Capacitor                                                                                                                              
C69        100nF                                      BottomLayer CAPC1608X08L          -33.2500     -61.3250     90       Capacitor                                                                                                                              
C70        100nF                                      BottomLayer CAPC1608X08L          -51.2750     2.7000       360      Capacitor                                                                                                                              
C71        100nF                                      BottomLayer CAPC1608X08L          50.3000      5.4750       270      Capacitor                                                                                                                              
R143       100K                                       TopLayer    RESC1608X06L          50.9000      -5.6000      180      Resistor                                                                                                                               
Q45        BC817-40                                   TopLayer    SOT23_N               43.9250      -14.6750     0        "NPN General-purpose Transistor"                                                                                                       
Q46        BC817-40                                   TopLayer    SOT23_N               39.9000      -14.7000     0        "NPN General-purpose Transistor"                                                                                                       
R150       68                                         TopLayer    RESC1608X06L          37.0000      -14.6000     90       Resistor                                                                                                                               
C73        10uF                                       BottomLayer CAPC1608X08L          3.0000       -8.3750      270      Capacitor                                                                                                                              
C74        100nF                                      BottomLayer CAPC1608X08L          -29.7000     1.7000       90       Capacitor                                                                                                                              
R155       100K                                       BottomLayer RESC1608X06L          -23.6750     1.7000       360      Resistor                                                                                                                               
R156       100K                                       BottomLayer RESC1608X06L          -31.3250     1.8000       270      Resistor                                                                                                                               
Q47        BC817-40                                   BottomLayer SOT23_N               -27.0500     1.7250       360      "NPN General-purpose Transistor"                                                                                                       
R159       100K                                       TopLayer    RESC1608X06L          1.7500       -17.7750     90       Resistor                                                                                                                               
R160       1k                                         BottomLayer RESC1608X06L          -30.0000     -16.5000     180      120                                                                                                                                    
R161       1k                                         BottomLayer RESC1608X06L          -29.2750     -21.4000     180      120                                                                                                                                    
R162       1k                                         BottomLayer RESC1608X06L          -30.0000     -11.5000     180      120                                                                                                                                    
R163       1k                                         BottomLayer RESC1608X06L          26.3000      -12.8950     90       120                                                                                                                                    
R164       1k                                         BottomLayer RESC1608X06L          26.2645      -10.0750     90       120                                                                                                                                    
R165       1k                                         BottomLayer RESC1608X06L          26.6000      -15.9500     90       120                                                                                                                                    
R166       1k                                         TopLayer    RESC1608X06L          -36.0998     -15.1997     180      120                                                                                                                                    
R167       1k                                         TopLayer    RESC1608X06L          40.0500      -17.2000     360      120                                                                                                                                    
R168       1k                                         TopLayer    RESC1608X06L          -23.3000     -32.5000     180      120                                                                                                                                    
R169       1k                                         TopLayer    RESC1608X06L          -28.4253     -35.0500     270      120                                                                                                                                    
R170       1k                                         TopLayer    RESC1608X06L          -19.1250     -32.3497     180      120                                                                                                                                    
R171       1k                                         TopLayer    RESC1608X06L          24.4001      -38.9999     180      120                                                                                                                                    
R172       1k                                         TopLayer    RESC1608X06L          15.7158      -42.2000     90       120                                                                                                                                    
R173       1k                                         TopLayer    RESC1608X06L          30.0250      -40.2000     360      120                                                                                                                                    
